"name" ,"FD" ,"multisite"
"sub19738" ,0.226757525599431 ,1.000000000000000
"sub23750" ,0.131165517194516 ,1.000000000000000
"sub23927" ,0.119944382753295 ,1.000000000000000
"sub30072" ,0.157156687320232 ,1.000000000000000
"sub31837" ,0.147648631285202 ,1.000000000000000
"sub37548" ,0.206610059838898 ,1.000000000000000
"sub52358" ,0.113790886703147 ,1.000000000000000
"sub54257" ,0.157475249434678 ,1.000000000000000
"sub54329" ,0.094442391523483 ,1.000000000000000
"sub73823" ,0.218866536312598 ,1.000000000000000
"sub76160" ,0.135008345758116 ,1.000000000000000
"sub77572" ,0.142805506064143 ,1.000000000000000
"sub80221" ,0.186890696769490 ,1.000000000000000
"sub81887" ,0.135750414200046 ,1.000000000000000
"sub85922" ,0.148965689565166 ,1.000000000000000
"sub86414" ,0.107367506308128 ,1.000000000000000
"sub90658" ,0.213161185314854 ,1.000000000000000
"sub90893" ,0.159215652917712 ,1.000000000000000
"sub91622" ,0.144247851644557 ,1.000000000000000
"sub94042" ,0.230116016069482 ,1.000000000000000
"sub96234" ,0.122482920944730 ,1.000000000000000
"sub06204" ,0.173564113975379 ,2.000000000000000
"sub06716" ,0.211617934943817 ,2.000000000000000
"sub12855" ,0.166460216622466 ,2.000000000000000
"sub18913" ,0.214912037510463 ,2.000000000000000
"sub23506" ,0.189510842479120 ,2.000000000000000
"sub27536" ,0.135958098112627 ,2.000000000000000
"sub27711" ,0.139816867777402 ,2.000000000000000
"sub27797" ,0.191138921036583 ,2.000000000000000
"sub28092" ,0.157458119227548 ,2.000000000000000
"sub33248" ,0.173382647261841 ,2.000000000000000
"sub38279" ,0.134232179302348 ,2.000000000000000
"sub40143" ,0.184734704360897 ,2.000000000000000
"sub47066" ,0.123750746672670 ,2.000000000000000
"sub47791" ,0.145204288362853 ,2.000000000000000
"sub49134" ,0.106473882162481 ,2.000000000000000
"sub54976" ,0.221784207013389 ,2.000000000000000
"sub57028" ,0.198378624668352 ,2.000000000000000
"sub67166" ,0.127976802436662 ,2.000000000000000
"sub75506" ,0.193789688667749 ,2.000000000000000
"sub77281" ,0.110492559050373 ,2.000000000000000
"sub85681" ,0.172553299042349 ,2.000000000000000
"sub86111" ,0.130639302475529 ,2.000000000000000
"sub91116" ,0.097300088550490 ,2.000000000000000
"sub91966" ,0.131311398818182 ,2.000000000000000
"sub95068" ,0.208373454663906 ,2.000000000000000
"sub97162" ,0.175695734561674 ,2.000000000000000
"sub00156" ,0.222525230604111 ,3.000000000000000
"sub00294" ,0.146251076170346 ,3.000000000000000
"sub01361" ,0.149018625029992 ,3.000000000000000
